,Serial Number,Timestamp,deltaT,day,month,hour,date,year
866,867,2024-10-21 17:46:44-07:00,0 days 00:06:02,21,10,17,2024-10-21,2024
865,866,2024-10-24 02:33:49-07:00,2 days 08:47:05,24,10,2,2024-10-24,2024
864,865,2024-10-24 19:53:22-07:00,0 days 17:19:33,24,10,19,2024-10-24,2024
863,864,2024-10-24 19:53:59-07:00,0 days 00:00:37,24,10,19,2024-10-24,2024
862,863,2024-10-24 19:58:47-07:00,0 days 00:04:48,24,10,19,2024-10-24,2024
861,862,2024-10-25 00:30:26-07:00,0 days 04:31:39,25,10,0,2024-10-25,2024
860,861,2024-10-25 00:36:17-07:00,0 days 00:05:51,25,10,0,2024-10-25,2024
859,860,2024-10-25 00:41:28-07:00,0 days 00:05:11,25,10,0,2024-10-25,2024
858,859,2024-10-25 00:41:43-07:00,0 days 00:00:15,25,10,0,2024-10-25,2024
857,858,2024-10-25 00:50:02-07:00,0 days 00:08:19,25,10,0,2024-10-25,2024
856,857,2024-10-25 12:07:56-07:00,0 days 11:17:54,25,10,12,2024-10-25,2024
855,856,2024-10-26 00:54:16-07:00,0 days 12:46:20,26,10,0,2024-10-26,2024
854,855,2024-10-26 00:54:27-07:00,0 days 00:00:11,26,10,0,2024-10-26,2024
853,854,2024-10-30 00:22:28-07:00,3 days 23:28:01,30,10,0,2024-10-30,2024
852,853,2024-10-31 17:37:31-07:00,1 days 17:15:03,31,10,17,2024-10-31,2024
851,852,2024-11-01 02:38:32-07:00,0 days 09:01:01,1,11,2,2024-11-01,2024
850,851,2024-11-01 02:40:41-07:00,0 days 00:02:09,1,11,2,2024-11-01,2024
849,850,2024-11-01 14:38:21-07:00,0 days 11:57:40,1,11,14,2024-11-01,2024
848,849,2024-11-01 14:38:29-07:00,0 days 00:00:08,1,11,14,2024-11-01,2024
847,848,2024-11-01 14:38:35-07:00,0 days 00:00:06,1,11,14,2024-11-01,2024
846,847,2024-11-01 14:43:42-07:00,0 days 00:05:07,1,11,14,2024-11-01,2024
845,846,2024-11-01 15:49:38-07:00,0 days 01:05:56,1,11,15,2024-11-01,2024
844,845,2024-11-01 15:49:40-07:00,0 days 00:00:02,1,11,15,2024-11-01,2024
843,844,2024-11-03 22:52:05-07:00,2 days 07:02:25,3,11,22,2024-11-03,2024
842,843,2024-11-05 01:55:49-07:00,1 days 03:03:44,5,11,1,2024-11-05,2024
841,842,2024-11-05 03:32:32-07:00,0 days 01:36:43,5,11,3,2024-11-05,2024
840,841,2024-11-05 03:58:33-07:00,0 days 00:26:01,5,11,3,2024-11-05,2024
839,840,2024-11-05 03:58:43-07:00,0 days 00:00:10,5,11,3,2024-11-05,2024
838,839,2024-11-05 15:38:48-07:00,0 days 11:40:05,5,11,15,2024-11-05,2024
837,838,2024-11-05 15:39:01-07:00,0 days 00:00:13,5,11,15,2024-11-05,2024
836,837,2024-11-05 15:40:50-07:00,0 days 00:01:49,5,11,15,2024-11-05,2024
835,836,2024-11-05 15:41:37-07:00,0 days 00:00:47,5,11,15,2024-11-05,2024
834,835,2024-11-05 15:42:02-07:00,0 days 00:00:25,5,11,15,2024-11-05,2024
833,834,2024-11-05 15:42:51-07:00,0 days 00:00:49,5,11,15,2024-11-05,2024
832,833,2024-11-05 15:43:25-07:00,0 days 00:00:34,5,11,15,2024-11-05,2024
831,832,2024-11-05 15:44:25-07:00,0 days 00:01:00,5,11,15,2024-11-05,2024
830,831,2024-11-05 15:44:35-07:00,0 days 00:00:10,5,11,15,2024-11-05,2024
829,830,2024-11-05 15:44:56-07:00,0 days 00:00:21,5,11,15,2024-11-05,2024
828,829,2024-11-05 15:45:16-07:00,0 days 00:00:20,5,11,15,2024-11-05,2024
827,828,2024-11-05 16:20:44-07:00,0 days 00:35:28,5,11,16,2024-11-05,2024
826,827,2024-11-05 16:25:26-07:00,0 days 00:04:42,5,11,16,2024-11-05,2024
825,826,2024-11-05 16:25:47-07:00,0 days 00:00:21,5,11,16,2024-11-05,2024
824,825,2024-11-05 16:31:54-07:00,0 days 00:06:07,5,11,16,2024-11-05,2024
823,824,2024-11-05 16:36:24-07:00,0 days 00:04:30,5,11,16,2024-11-05,2024
822,823,2024-11-05 17:06:18-07:00,0 days 00:29:54,5,11,17,2024-11-05,2024
821,822,2024-11-05 17:06:28-07:00,0 days 00:00:10,5,11,17,2024-11-05,2024
820,821,2024-11-05 17:35:11-07:00,0 days 00:28:43,5,11,17,2024-11-05,2024
819,820,2024-11-05 18:01:20-07:00,0 days 00:26:09,5,11,18,2024-11-05,2024
818,819,2024-11-06 01:04:11-07:00,0 days 07:02:51,6,11,1,2024-11-06,2024
817,818,2024-11-06 01:09:17-07:00,0 days 00:05:06,6,11,1,2024-11-06,2024
816,817,2024-11-06 01:16:14-07:00,0 days 00:06:57,6,11,1,2024-11-06,2024
815,816,2024-11-06 02:06:09-07:00,0 days 00:49:55,6,11,2,2024-11-06,2024
814,815,2024-11-06 04:56:54-07:00,0 days 02:50:45,6,11,4,2024-11-06,2024
813,814,2024-11-06 04:59:35-07:00,0 days 00:02:41,6,11,4,2024-11-06,2024
812,813,2024-11-08 00:44:14-07:00,1 days 19:44:39,8,11,0,2024-11-08,2024
811,812,2024-11-09 19:12:03-07:00,1 days 18:27:49,9,11,19,2024-11-09,2024
810,811,2024-11-10 04:29:02-07:00,0 days 09:16:59,10,11,4,2024-11-10,2024
809,810,2024-11-10 04:43:22-07:00,0 days 00:14:20,10,11,4,2024-11-10,2024
808,809,2024-11-10 11:58:36-07:00,0 days 07:15:14,10,11,11,2024-11-10,2024
807,808,2024-11-11 18:12:01-07:00,1 days 06:13:25,11,11,18,2024-11-11,2024
806,807,2024-11-12 01:56:12-07:00,0 days 07:44:11,12,11,1,2024-11-12,2024
805,806,2024-11-12 01:56:17-07:00,0 days 00:00:05,12,11,1,2024-11-12,2024
804,805,2024-11-12 02:02:11-07:00,0 days 00:05:54,12,11,2,2024-11-12,2024
803,804,2024-11-12 02:02:55-07:00,0 days 00:00:44,12,11,2,2024-11-12,2024
802,803,2024-11-13 01:29:22-07:00,0 days 23:26:27,13,11,1,2024-11-13,2024
801,802,2024-11-13 01:38:58-07:00,0 days 00:09:36,13,11,1,2024-11-13,2024
800,801,2024-11-13 01:47:29-07:00,0 days 00:08:31,13,11,1,2024-11-13,2024
799,800,2024-11-13 01:52:28-07:00,0 days 00:04:59,13,11,1,2024-11-13,2024
798,799,2024-11-14 18:52:19-07:00,1 days 16:59:51,14,11,18,2024-11-14,2024
797,798,2024-11-14 19:00:18-07:00,0 days 00:07:59,14,11,19,2024-11-14,2024
796,797,2024-11-14 19:08:31-07:00,0 days 00:08:13,14,11,19,2024-11-14,2024
795,796,2024-11-14 19:08:53-07:00,0 days 00:00:22,14,11,19,2024-11-14,2024
794,795,2024-11-15 01:03:21-07:00,0 days 05:54:28,15,11,1,2024-11-15,2024
793,794,2024-11-15 01:03:27-07:00,0 days 00:00:06,15,11,1,2024-11-15,2024
792,793,2024-11-15 01:16:49-07:00,0 days 00:13:22,15,11,1,2024-11-15,2024
791,792,2024-11-15 19:12:18-07:00,0 days 17:55:29,15,11,19,2024-11-15,2024
790,791,2024-11-15 19:12:28-07:00,0 days 00:00:10,15,11,19,2024-11-15,2024
789,790,2024-11-18 05:44:42-07:00,2 days 10:32:14,18,11,5,2024-11-18,2024
788,789,2024-11-18 05:52:35-07:00,0 days 00:07:53,18,11,5,2024-11-18,2024
787,788,2024-11-18 05:57:43-07:00,0 days 00:05:08,18,11,5,2024-11-18,2024
786,787,2024-11-19 17:48:59-07:00,1 days 11:51:16,19,11,17,2024-11-19,2024
785,786,2024-11-20 01:24:15-07:00,0 days 07:35:16,20,11,1,2024-11-20,2024
784,785,2024-11-20 01:59:18-07:00,0 days 00:35:03,20,11,1,2024-11-20,2024
783,784,2024-11-20 02:04:24-07:00,0 days 00:05:06,20,11,2,2024-11-20,2024
782,783,2024-11-20 02:09:23-07:00,0 days 00:04:59,20,11,2,2024-11-20,2024
781,782,2024-11-20 02:18:58-07:00,0 days 00:09:35,20,11,2,2024-11-20,2024
780,781,2024-11-20 02:28:02-07:00,0 days 00:09:04,20,11,2,2024-11-20,2024
779,780,2024-11-20 02:36:37-07:00,0 days 00:08:35,20,11,2,2024-11-20,2024
778,779,2024-11-20 02:42:06-07:00,0 days 00:05:29,20,11,2,2024-11-20,2024
777,778,2024-11-20 02:42:29-07:00,0 days 00:00:23,20,11,2,2024-11-20,2024
776,777,2024-11-20 02:54:39-07:00,0 days 00:12:10,20,11,2,2024-11-20,2024
775,776,2024-11-20 08:07:31-07:00,0 days 05:12:52,20,11,8,2024-11-20,2024
774,775,2024-11-20 13:32:33-07:00,0 days 05:25:02,20,11,13,2024-11-20,2024
773,774,2024-11-20 13:32:52-07:00,0 days 00:00:19,20,11,13,2024-11-20,2024
772,773,2024-11-20 13:33:08-07:00,0 days 00:00:16,20,11,13,2024-11-20,2024
771,772,2024-11-20 17:08:38-07:00,0 days 03:35:30,20,11,17,2024-11-20,2024
770,771,2024-11-20 17:13:22-07:00,0 days 00:04:44,20,11,17,2024-11-20,2024
769,770,2024-11-20 17:13:58-07:00,0 days 00:00:36,20,11,17,2024-11-20,2024
768,769,2024-11-20 17:27:06-07:00,0 days 00:13:08,20,11,17,2024-11-20,2024
767,768,2024-11-20 17:27:12-07:00,0 days 00:00:06,20,11,17,2024-11-20,2024
766,767,2024-11-20 17:27:18-07:00,0 days 00:00:06,20,11,17,2024-11-20,2024
765,766,2024-11-21 14:34:48-07:00,0 days 21:07:30,21,11,14,2024-11-21,2024
764,765,2024-11-21 14:43:23-07:00,0 days 00:08:35,21,11,14,2024-11-21,2024
763,764,2024-11-21 14:51:22-07:00,0 days 00:07:59,21,11,14,2024-11-21,2024
762,763,2024-11-21 15:01:39-07:00,0 days 00:10:17,21,11,15,2024-11-21,2024
761,762,2024-11-21 15:04:32-07:00,0 days 00:02:53,21,11,15,2024-11-21,2024
760,761,2024-11-21 20:53:11-07:00,0 days 05:48:39,21,11,20,2024-11-21,2024
759,760,2024-11-21 20:53:55-07:00,0 days 00:00:44,21,11,20,2024-11-21,2024
758,759,2024-11-21 20:56:09-07:00,0 days 00:02:14,21,11,20,2024-11-21,2024
757,758,2024-11-21 21:30:56-07:00,0 days 00:34:47,21,11,21,2024-11-21,2024
756,757,2024-11-21 21:43:37-07:00,0 days 00:12:41,21,11,21,2024-11-21,2024
755,756,2024-11-21 21:44:56-07:00,0 days 00:01:19,21,11,21,2024-11-21,2024
754,755,2024-11-24 03:39:10-07:00,2 days 05:54:14,24,11,3,2024-11-24,2024
753,754,2024-11-25 00:16:32-07:00,0 days 20:37:22,25,11,0,2024-11-25,2024
752,753,2024-11-25 00:16:35-07:00,0 days 00:00:03,25,11,0,2024-11-25,2024
751,752,2024-11-25 00:21:43-07:00,0 days 00:05:08,25,11,0,2024-11-25,2024
750,751,2024-11-25 00:26:35-07:00,0 days 00:04:52,25,11,0,2024-11-25,2024
749,750,2024-11-25 00:26:41-07:00,0 days 00:00:06,25,11,0,2024-11-25,2024
748,749,2024-11-25 00:26:56-07:00,0 days 00:00:15,25,11,0,2024-11-25,2024
747,748,2024-11-25 00:26:57-07:00,0 days 00:00:01,25,11,0,2024-11-25,2024
746,747,2024-11-25 00:30:13-07:00,0 days 00:03:16,25,11,0,2024-11-25,2024
745,746,2024-11-25 00:30:21-07:00,0 days 00:00:08,25,11,0,2024-11-25,2024
744,745,2024-11-25 00:30:27-07:00,0 days 00:00:06,25,11,0,2024-11-25,2024
743,744,2024-11-25 00:35:23-07:00,0 days 00:04:56,25,11,0,2024-11-25,2024
742,743,2024-11-25 00:40:36-07:00,0 days 00:05:13,25,11,0,2024-11-25,2024
741,742,2024-11-25 00:40:42-07:00,0 days 00:00:06,25,11,0,2024-11-25,2024
740,741,2024-11-25 08:46:53-07:00,0 days 08:06:11,25,11,8,2024-11-25,2024
739,740,2024-11-25 08:47:40-07:00,0 days 00:00:47,25,11,8,2024-11-25,2024
738,739,2024-11-25 08:47:47-07:00,0 days 00:00:07,25,11,8,2024-11-25,2024
737,738,2024-11-27 00:36:45-07:00,1 days 15:48:58,27,11,0,2024-11-27,2024
736,737,2024-11-27 00:36:49-07:00,0 days 00:00:04,27,11,0,2024-11-27,2024
735,736,2024-11-27 02:24:41-07:00,0 days 01:47:52,27,11,2,2024-11-27,2024
734,735,2024-11-27 17:46:07-07:00,0 days 15:21:26,27,11,17,2024-11-27,2024
733,734,2024-11-29 15:34:00-07:00,1 days 21:47:53,29,11,15,2024-11-29,2024
732,733,2024-11-29 15:34:18-07:00,0 days 00:00:18,29,11,15,2024-11-29,2024
731,732,2024-11-29 15:34:22-07:00,0 days 00:00:04,29,11,15,2024-11-29,2024
730,731,2024-11-29 16:00:36-07:00,0 days 00:26:14,29,11,16,2024-11-29,2024
729,730,2024-11-29 20:06:47-07:00,0 days 04:06:11,29,11,20,2024-11-29,2024
728,729,2024-11-29 20:06:58-07:00,0 days 00:00:11,29,11,20,2024-11-29,2024
727,728,2024-11-29 20:07:05-07:00,0 days 00:00:07,29,11,20,2024-11-29,2024
726,727,2024-11-29 20:13:43-07:00,0 days 00:06:38,29,11,20,2024-11-29,2024
725,726,2024-11-29 20:14:47-07:00,0 days 00:01:04,29,11,20,2024-11-29,2024
724,725,2024-11-29 20:19:17-07:00,0 days 00:04:30,29,11,20,2024-11-29,2024
723,724,2024-11-29 20:19:40-07:00,0 days 00:00:23,29,11,20,2024-11-29,2024
722,723,2024-11-29 20:29:05-07:00,0 days 00:09:25,29,11,20,2024-11-29,2024
721,722,2024-11-29 20:37:13-07:00,0 days 00:08:08,29,11,20,2024-11-29,2024
720,721,2024-11-29 20:45:36-07:00,0 days 00:08:23,29,11,20,2024-11-29,2024
719,720,2024-11-29 20:53:44-07:00,0 days 00:08:08,29,11,20,2024-11-29,2024
718,719,2024-11-30 13:47:11-07:00,0 days 16:53:27,30,11,13,2024-11-30,2024
717,718,2024-11-30 13:47:19-07:00,0 days 00:00:08,30,11,13,2024-11-30,2024
716,717,2024-11-30 13:47:25-07:00,0 days 00:00:06,30,11,13,2024-11-30,2024
715,716,2024-12-01 01:26:25-07:00,0 days 11:39:00,1,12,1,2024-12-01,2024
714,715,2024-12-01 01:26:28-07:00,0 days 00:00:03,1,12,1,2024-12-01,2024
713,714,2024-12-01 01:39:52-07:00,0 days 00:13:24,1,12,1,2024-12-01,2024
712,713,2024-12-01 01:39:55-07:00,0 days 00:00:03,1,12,1,2024-12-01,2024
711,712,2024-12-01 01:40:02-07:00,0 days 00:00:07,1,12,1,2024-12-01,2024
710,711,2024-12-01 01:51:28-07:00,0 days 00:11:26,1,12,1,2024-12-01,2024
709,710,2024-12-01 02:17:08-07:00,0 days 00:25:40,1,12,2,2024-12-01,2024
708,709,2024-12-01 02:17:15-07:00,0 days 00:00:07,1,12,2,2024-12-01,2024
707,708,2024-12-01 02:17:45-07:00,0 days 00:00:30,1,12,2,2024-12-01,2024
706,707,2024-12-01 02:18:15-07:00,0 days 00:00:30,1,12,2,2024-12-01,2024
705,706,2024-12-01 02:22:20-07:00,0 days 00:04:05,1,12,2,2024-12-01,2024
704,705,2024-12-01 02:27:52-07:00,0 days 00:05:32,1,12,2,2024-12-01,2024
703,704,2024-12-01 02:27:56-07:00,0 days 00:00:04,1,12,2,2024-12-01,2024
702,703,2024-12-01 02:28:16-07:00,0 days 00:00:20,1,12,2,2024-12-01,2024
701,702,2024-12-01 02:28:22-07:00,0 days 00:00:06,1,12,2,2024-12-01,2024
700,701,2024-12-01 02:38:09-07:00,0 days 00:09:47,1,12,2,2024-12-01,2024
699,700,2024-12-01 02:38:14-07:00,0 days 00:00:05,1,12,2,2024-12-01,2024
698,699,2024-12-01 14:27:10-07:00,0 days 11:48:56,1,12,14,2024-12-01,2024
697,698,2024-12-01 14:33:36-07:00,0 days 00:06:26,1,12,14,2024-12-01,2024
696,697,2024-12-01 14:35:17-07:00,0 days 00:01:41,1,12,14,2024-12-01,2024
695,696,2024-12-01 15:29:28-07:00,0 days 00:54:11,1,12,15,2024-12-01,2024
694,695,2024-12-01 15:33:34-07:00,0 days 00:04:06,1,12,15,2024-12-01,2024
693,694,2024-12-01 15:41:52-07:00,0 days 00:08:18,1,12,15,2024-12-01,2024
692,693,2024-12-01 15:44:14-07:00,0 days 00:02:22,1,12,15,2024-12-01,2024
691,692,2024-12-01 21:14:58-07:00,0 days 05:30:44,1,12,21,2024-12-01,2024
690,691,2024-12-01 22:28:16-07:00,0 days 01:13:18,1,12,22,2024-12-01,2024
689,690,2024-12-01 22:28:20-07:00,0 days 00:00:04,1,12,22,2024-12-01,2024
688,689,2024-12-01 22:33:45-07:00,0 days 00:05:25,1,12,22,2024-12-01,2024
687,688,2024-12-01 22:34:00-07:00,0 days 00:00:15,1,12,22,2024-12-01,2024
686,687,2024-12-01 22:34:03-07:00,0 days 00:00:03,1,12,22,2024-12-01,2024
685,686,2024-12-01 22:46:18-07:00,0 days 00:12:15,1,12,22,2024-12-01,2024
684,685,2024-12-01 22:49:59-07:00,0 days 00:03:41,1,12,22,2024-12-01,2024
683,684,2024-12-02 00:56:44-07:00,0 days 02:06:45,2,12,0,2024-12-02,2024
682,683,2024-12-02 01:01:04-07:00,0 days 00:04:20,2,12,1,2024-12-02,2024
681,682,2024-12-02 19:52:08-07:00,0 days 18:51:04,2,12,19,2024-12-02,2024
680,681,2024-12-02 20:03:19-07:00,0 days 00:11:11,2,12,20,2024-12-02,2024
679,680,2024-12-02 20:06:15-07:00,0 days 00:02:56,2,12,20,2024-12-02,2024
678,679,2024-12-02 20:07:07-07:00,0 days 00:00:52,2,12,20,2024-12-02,2024
677,678,2024-12-04 19:36:06-07:00,1 days 23:28:59,4,12,19,2024-12-04,2024
676,677,2024-12-04 19:37:57-07:00,0 days 00:01:51,4,12,19,2024-12-04,2024
675,676,2024-12-04 19:52:48-07:00,0 days 00:14:51,4,12,19,2024-12-04,2024
674,675,2024-12-04 19:55:36-07:00,0 days 00:02:48,4,12,19,2024-12-04,2024
673,674,2024-12-04 20:01:00-07:00,0 days 00:05:24,4,12,20,2024-12-04,2024
672,673,2024-12-05 23:46:23-07:00,1 days 03:45:23,5,12,23,2024-12-05,2024
671,672,2024-12-05 23:46:45-07:00,0 days 00:00:22,5,12,23,2024-12-05,2024
670,671,2024-12-05 23:51:06-07:00,0 days 00:04:21,5,12,23,2024-12-05,2024
669,670,2024-12-05 23:53:39-07:00,0 days 00:02:33,5,12,23,2024-12-05,2024
668,669,2024-12-06 00:25:34-07:00,0 days 00:31:55,6,12,0,2024-12-06,2024
667,668,2024-12-06 00:35:55-07:00,0 days 00:10:21,6,12,0,2024-12-06,2024
666,667,2024-12-06 00:58:32-07:00,0 days 00:22:37,6,12,0,2024-12-06,2024
665,666,2024-12-06 00:58:54-07:00,0 days 00:00:22,6,12,0,2024-12-06,2024
664,665,2024-12-06 01:17:57-07:00,0 days 00:19:03,6,12,1,2024-12-06,2024
663,664,2024-12-06 01:18:03-07:00,0 days 00:00:06,6,12,1,2024-12-06,2024
662,663,2024-12-06 01:18:29-07:00,0 days 00:00:26,6,12,1,2024-12-06,2024
661,662,2024-12-06 04:00:58-07:00,0 days 02:42:29,6,12,4,2024-12-06,2024
660,661,2024-12-06 04:01:09-07:00,0 days 00:00:11,6,12,4,2024-12-06,2024
659,660,2024-12-06 04:01:31-07:00,0 days 00:00:22,6,12,4,2024-12-06,2024
658,659,2024-12-06 04:10:42-07:00,0 days 00:09:11,6,12,4,2024-12-06,2024
657,658,2024-12-06 04:11:09-07:00,0 days 00:00:27,6,12,4,2024-12-06,2024
656,657,2024-12-06 04:16:01-07:00,0 days 00:04:52,6,12,4,2024-12-06,2024
655,656,2024-12-06 04:42:44-07:00,0 days 00:26:43,6,12,4,2024-12-06,2024
654,655,2024-12-07 00:11:16-07:00,0 days 19:28:32,7,12,0,2024-12-07,2024
653,654,2024-12-07 14:30:54-07:00,0 days 14:19:38,7,12,14,2024-12-07,2024
652,653,2024-12-07 14:31:16-07:00,0 days 00:00:22,7,12,14,2024-12-07,2024
651,652,2024-12-07 14:35:25-07:00,0 days 00:04:09,7,12,14,2024-12-07,2024
650,651,2024-12-08 23:24:26-07:00,1 days 08:49:01,8,12,23,2024-12-08,2024
649,650,2024-12-08 23:44:36-07:00,0 days 00:20:10,8,12,23,2024-12-08,2024
648,649,2024-12-08 23:50:13-07:00,0 days 00:05:37,8,12,23,2024-12-08,2024
647,648,2024-12-08 23:55:32-07:00,0 days 00:05:19,8,12,23,2024-12-08,2024
646,647,2024-12-09 00:04:28-07:00,0 days 00:08:56,9,12,0,2024-12-09,2024
645,646,2024-12-09 00:10:59-07:00,0 days 00:06:31,9,12,0,2024-12-09,2024
644,645,2024-12-09 00:21:36-07:00,0 days 00:10:37,9,12,0,2024-12-09,2024
643,644,2024-12-09 00:27:34-07:00,0 days 00:05:58,9,12,0,2024-12-09,2024
642,643,2024-12-09 00:34:15-07:00,0 days 00:06:41,9,12,0,2024-12-09,2024
641,642,2024-12-09 00:41:02-07:00,0 days 00:06:47,9,12,0,2024-12-09,2024
640,641,2024-12-09 00:47:42-07:00,0 days 00:06:40,9,12,0,2024-12-09,2024
639,640,2024-12-09 00:54:22-07:00,0 days 00:06:40,9,12,0,2024-12-09,2024
638,639,2024-12-09 01:00:16-07:00,0 days 00:05:54,9,12,1,2024-12-09,2024
637,638,2024-12-09 01:06:35-07:00,0 days 00:06:19,9,12,1,2024-12-09,2024
636,637,2024-12-10 02:22:01-07:00,1 days 01:15:26,10,12,2,2024-12-10,2024
635,636,2024-12-10 02:26:36-07:00,0 days 00:04:35,10,12,2,2024-12-10,2024
634,635,2024-12-10 02:31:07-07:00,0 days 00:04:31,10,12,2,2024-12-10,2024
633,634,2024-12-10 02:31:13-07:00,0 days 00:00:06,10,12,2,2024-12-10,2024
632,633,2024-12-10 02:38:38-07:00,0 days 00:07:25,10,12,2,2024-12-10,2024
631,632,2024-12-10 02:39:05-07:00,0 days 00:00:27,10,12,2,2024-12-10,2024
630,631,2024-12-10 02:49:57-07:00,0 days 00:10:52,10,12,2,2024-12-10,2024
629,630,2024-12-10 02:50:08-07:00,0 days 00:00:11,10,12,2,2024-12-10,2024
628,629,2024-12-10 02:50:15-07:00,0 days 00:00:07,10,12,2,2024-12-10,2024
627,628,2024-12-10 12:58:52-07:00,0 days 10:08:37,10,12,12,2024-12-10,2024
626,627,2024-12-10 12:59:00-07:00,0 days 00:00:08,10,12,12,2024-12-10,2024
625,626,2024-12-10 12:59:14-07:00,0 days 00:00:14,10,12,12,2024-12-10,2024
624,625,2024-12-10 13:40:04-07:00,0 days 00:40:50,10,12,13,2024-12-10,2024
623,624,2024-12-10 13:40:07-07:00,0 days 00:00:03,10,12,13,2024-12-10,2024
622,623,2024-12-10 13:40:13-07:00,0 days 00:00:06,10,12,13,2024-12-10,2024
621,622,2024-12-10 13:45:03-07:00,0 days 00:04:50,10,12,13,2024-12-10,2024
620,621,2024-12-10 18:56:13-07:00,0 days 05:11:10,10,12,18,2024-12-10,2024
619,620,2024-12-10 18:57:29-07:00,0 days 00:01:16,10,12,18,2024-12-10,2024
618,619,2024-12-10 19:00:43-07:00,0 days 00:03:14,10,12,19,2024-12-10,2024
617,618,2024-12-10 19:06:12-07:00,0 days 00:05:29,10,12,19,2024-12-10,2024
616,617,2024-12-10 19:11:42-07:00,0 days 00:05:30,10,12,19,2024-12-10,2024
615,616,2024-12-10 19:13:47-07:00,0 days 00:02:05,10,12,19,2024-12-10,2024
614,615,2024-12-10 19:36:07-07:00,0 days 00:22:20,10,12,19,2024-12-10,2024
613,614,2024-12-10 19:36:14-07:00,0 days 00:00:07,10,12,19,2024-12-10,2024
612,613,2024-12-10 19:37:23-07:00,0 days 00:01:09,10,12,19,2024-12-10,2024
611,612,2024-12-10 19:38:21-07:00,0 days 00:00:58,10,12,19,2024-12-10,2024
610,611,2024-12-10 19:49:36-07:00,0 days 00:11:15,10,12,19,2024-12-10,2024
609,610,2024-12-13 23:43:22-07:00,3 days 03:53:46,13,12,23,2024-12-13,2024
608,609,2024-12-13 23:43:29-07:00,0 days 00:00:07,13,12,23,2024-12-13,2024
607,608,2024-12-13 23:48:32-07:00,0 days 00:05:03,13,12,23,2024-12-13,2024
606,607,2024-12-13 23:48:38-07:00,0 days 00:00:06,13,12,23,2024-12-13,2024
605,606,2024-12-14 00:11:29-07:00,0 days 00:22:51,14,12,0,2024-12-14,2024
604,605,2024-12-14 00:11:35-07:00,0 days 00:00:06,14,12,0,2024-12-14,2024
603,604,2024-12-14 00:16:04-07:00,0 days 00:04:29,14,12,0,2024-12-14,2024
602,603,2024-12-14 00:16:10-07:00,0 days 00:00:06,14,12,0,2024-12-14,2024
601,602,2024-12-14 00:21:54-07:00,0 days 00:05:44,14,12,0,2024-12-14,2024
600,601,2024-12-14 00:22:00-07:00,0 days 00:00:06,14,12,0,2024-12-14,2024
599,600,2024-12-14 00:24:32-07:00,0 days 00:02:32,14,12,0,2024-12-14,2024
598,599,2024-12-14 00:24:39-07:00,0 days 00:00:07,14,12,0,2024-12-14,2024
597,598,2024-12-14 00:28:40-07:00,0 days 00:04:01,14,12,0,2024-12-14,2024
596,597,2024-12-14 00:35:51-07:00,0 days 00:07:11,14,12,0,2024-12-14,2024
595,596,2024-12-14 00:44:30-07:00,0 days 00:08:39,14,12,0,2024-12-14,2024
594,595,2024-12-15 19:07:09-07:00,1 days 18:22:39,15,12,19,2024-12-15,2024
593,594,2024-12-15 19:07:18-07:00,0 days 00:00:09,15,12,19,2024-12-15,2024
592,593,2024-12-15 19:22:53-07:00,0 days 00:15:35,15,12,19,2024-12-15,2024
591,592,2024-12-15 19:22:59-07:00,0 days 00:00:06,15,12,19,2024-12-15,2024
590,591,2024-12-18 15:30:37-07:00,2 days 20:07:38,18,12,15,2024-12-18,2024
589,590,2024-12-19 01:35:36-07:00,0 days 10:04:59,19,12,1,2024-12-19,2024
588,589,2024-12-19 01:39:57-07:00,0 days 00:04:21,19,12,1,2024-12-19,2024
587,588,2024-12-19 01:40:03-07:00,0 days 00:00:06,19,12,1,2024-12-19,2024
586,587,2024-12-19 01:44:48-07:00,0 days 00:04:45,19,12,1,2024-12-19,2024
585,586,2024-12-19 01:51:13-07:00,0 days 00:06:25,19,12,1,2024-12-19,2024
584,585,2024-12-19 01:54:54-07:00,0 days 00:03:41,19,12,1,2024-12-19,2024
583,584,2024-12-19 18:31:15-07:00,0 days 16:36:21,19,12,18,2024-12-19,2024
582,583,2024-12-19 18:31:26-07:00,0 days 00:00:11,19,12,18,2024-12-19,2024
581,582,2024-12-19 18:50:08-07:00,0 days 00:18:42,19,12,18,2024-12-19,2024
580,581,2024-12-19 19:00:58-07:00,0 days 00:10:50,19,12,19,2024-12-19,2024
579,580,2024-12-19 19:11:04-07:00,0 days 00:10:06,19,12,19,2024-12-19,2024
578,579,2024-12-19 19:11:10-07:00,0 days 00:00:06,19,12,19,2024-12-19,2024
577,578,2024-12-19 19:16:23-07:00,0 days 00:05:13,19,12,19,2024-12-19,2024
576,577,2024-12-19 19:20:41-07:00,0 days 00:04:18,19,12,19,2024-12-19,2024
575,576,2024-12-19 19:20:47-07:00,0 days 00:00:06,19,12,19,2024-12-19,2024
574,575,2024-12-19 19:38:13-07:00,0 days 00:17:26,19,12,19,2024-12-19,2024
573,574,2024-12-20 00:01:05-07:00,0 days 04:22:52,20,12,0,2024-12-20,2024
572,573,2024-12-20 00:01:44-07:00,0 days 00:00:39,20,12,0,2024-12-20,2024
571,572,2024-12-20 00:06:30-07:00,0 days 00:04:46,20,12,0,2024-12-20,2024
570,571,2024-12-20 00:14:09-07:00,0 days 00:07:39,20,12,0,2024-12-20,2024
